ID,full_name,sigma_e,sigma_a,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,a,e,i,om,w,ad,q,per_y,n_obs_used,ma,condition_code,H,epoch_mjd,data_arc
7207,       (2003 UG329),5.6725e-08,7.2395e-09,1.3821e-05,1.9089e-05,7.919e-05,7.5138e-05,7.8792e-09,2.4211e-09,0.00018597,5.3395e-06,1.812177072200642,0.08836142956903228,19.67537314374672,358.4106773023025,83.80895286844678,1.972303628932514,1.652050515468769,2.4395467738493,45,352.2702992034444,0.0,19.3,60200,7422.0
15263,       (2015 XD128),2.9978e-07,7.6871e-08,9.6714e-05,4.7373e-05,0.00071414,0.0006325,8.776e-08,2.4419e-08,0.0016319,5.7282e-05,1.849820873430672,0.1416486303910056,26.42989195236721,227.9701607225481,92.39140555634944,2.11184546662082,1.587796280240524,2.51595411214806,23,124.8980595596242,1.0,20.17,60200,2369.0
7803,       (2006 DH206),5.679e-07,1.2303e-08,1.2284e-05,3.4299e-05,0.00032961,0.00023279,1.4515e-08,3.2315e-09,0.00066516,9.5228e-06,1.995971028616409,0.1798747486357087,12.35313609178166,345.2732513117621,217.5186446327896,2.354995815672942,1.636946241559875,2.81993794956151,40,51.61405105024841,0.0,19.92,60200,6266.0
9535,       (2010 LP33),1.4744e-07,4.1056e-08,9.1729e-06,1.5678e-05,5.123e-05,3.1389e-05,5.8417e-08,5.8161e-09,0.0001235,3.5957e-05,2.555154697242391,0.4228505889960708,17.08122473088476,137.5876537106468,169.8481723943447,3.635603365947413,1.474706028537369,4.0844539174832,152,87.49955579730835,0.0,19.45,60200,4461.0
18496,       (2018 AJ1),9.7947e-08,1.0657e-08,7.8161e-06,1.5122e-05,3.7016e-05,4.3259e-05,1.1891e-08,3.3048e-09,0.0001102,7.9795e-06,1.867715684904635,0.1157963583296376,20.80557762484921,44.13544479816812,341.4533376900505,2.083990359611736,1.651441010197533,2.55255054836445,110,156.4592203321575,0.0,18.8,60200,6614.0
18061,       (2017 SL217),1.0767e-06,1.7842e-07,7.484e-06,0.00015096,0.00033347,9.4809e-05,2.2284e-07,3.9288e-08,0.00031197,0.00014307,2.141889757840492,0.2489473122304744,3.92489440859939,261.4763711983777,6.048511049277761,2.675107456148864,1.60867205953212,3.13475694656234,66,27.90972020505117,1.0,19.01,60200,2174.0
17318,       (2017 FA117),8.5905e-05,0.0008979,0.0022455,0.00077523,0.0129,0.39258,0.0011928,0.00016794,1.5158,0.74386,2.286357436583099,0.3284832182093806,2.698747234508771,5.777889646426747,219.1148352569108,3.037387485328865,1.535327387837333,3.45719910693987,18,292.8522160698848,6.0,20.757,60200,32.0
8457,       (2007 VY175),,,,,,,,,,,2.9125324,0.4307008,5.6522,202.98047,146.44965,4.1669624,1.6581024,4.97066339520876,12,287.74609,9.0,19.2,59400,5.0
16929,       (2016 WZ9),1.5339e-06,1.1977e-06,7.9268e-06,0.00017675,0.00046894,0.0010163,1.5284e-06,3.5001e-07,0.0031067,0.00090747,1.912580855159693,0.2761998948216963,5.370226570964718,79.24618010286639,306.24475655,2.44083548619279,1.384326224126596,2.64507449919582,57,209.3878830942559,2.0,19.3,60200,1307.0
14532,       (2015 MS200),6.0145e-07,3.2223e-08,2.65e-05,3.4205e-05,0.00074735,0.00059642,3.6087e-08,1.1786e-08,0.0013994,2.3343e-05,1.748356283175282,0.1199329890480823,14.42786065410705,316.4916708430245,24.61394212323961,1.958041878137489,1.538670688213075,2.31181517521543,23,165.2067538125067,1.0,20.35,60200,2659.0
13206,       (2014 QU598),9.9676e-06,5.7105e-06,0.00011565,0.0002289,0.00083153,0.0036168,7.1582e-06,1.1609e-06,0.012922,0.0046527,2.211434462445568,0.253519671416041,4.761962019026098,34.68338673901184,296.4480201933588,2.772076600722878,1.650792324168258,3.28866254520632,24,293.9343917204724,3.0,19.112,60200,2084.0
15836,       (2016 GL),9.7114e-08,2.1897e-08,1.0148e-05,1.0574e-05,2.6609e-05,2.9547e-05,2.4934e-08,6.5561e-09,7.5685e-05,1.6511e-05,1.894132822808578,0.1387156182331578,25.65494383019239,194.7952081351656,214.0992104044244,2.156878628340186,1.63138701727697,2.60689684882971,85,86.65973045997877,0.0,19.31,60200,2421.0
15694,       (2016 EZ54),9.0329e-08,1.5852e-08,1.8532e-05,1.9226e-05,8.7715e-05,8.104e-05,1.7541e-08,5.435e-09,0.00019974,1.1633e-05,1.794188240703331,0.1065663750440887,21.57741721652682,326.2033128802485,95.20763195409464,1.985388377661815,1.602988103744846,2.40331231116592,40,149.1957184005177,0.0,19.7,60200,4409.0
3015,364986 (2008 JR2),5.2772e-08,9.2434e-09,5.9982e-06,1.2752e-05,3.3026e-05,3.5391e-05,1.0385e-08,2.9165e-09,9.1325e-05,6.8972e-06,1.854824881728379,0.1235000800109118,23.22427004125539,72.70896597739313,303.6210797079626,2.083895903028063,1.625753860428694,2.52616999242822,210,244.5774754603982,0.0,17.9,60200,7365.0
13208,       (2014 RG7),0.00031422,0.0014015,0.0032687,0.013076,0.062764,1.0028,0.0017673,0.00030936,3.2364,1.1232,2.13976371440903,0.2610217131035122,3.142806893877,131.2491079024293,165.3508038680271,2.69828850478081,1.581238924037251,3.13009075731048,17,343.3606642546055,7.0,20.44,60200,29.0
3359,390975 (2005 QS181),4.0472e-08,5.512e-09,5.1983e-06,9.0332e-06,2.7068e-05,2.4313e-05,5.9359e-09,1.8744e-09,5.9852e-05,4.0518e-06,1.800115922434711,0.0768953919676537,18.21946943235214,186.643768512701,151.1083308894401,1.938536541877542,1.661695302991879,2.41523232349821,324,172.3045776052741,0.0,18.42,60200,10019.0
4492,479305 (2013 JM20),5.5856e-08,1.0472e-08,5.0923e-06,1.3591e-05,3.0254e-05,2.6452e-05,1.1435e-08,3.4001e-09,6.64e-05,7.7693e-06,1.833713164967772,0.09196722366568776,22.29550352953825,102.6907677068093,270.1199643337501,2.002354673749079,1.665071656186464,2.48316344734102,166,288.7895069368534,0.0,18.21,60200,4981.0
5095,515614 (2014 KF45),6.9764e-08,3.0571e-08,1.8131e-05,1.0307e-05,3.436e-05,3.2576e-05,4.2649e-08,4.1425e-09,0.00013636,2.7012e-05,2.600977510307262,0.3951004135791507,28.01318247316058,36.66732702656886,283.0062579893688,3.62862480033973,1.573330220274793,4.19481775764765,144,36.98480391833649,0.0,17.11,60200,6822.0
15807,       (2016 FH69),6.6177e-08,2.3631e-08,7.7783e-06,6.9855e-05,6.8481e-05,1.4176e-05,3.5049e-08,2.8261e-09,6.7352e-05,2.1409e-05,2.734229537802122,0.4831593322797023,12.70970167764864,153.3544700940544,144.9812202589717,4.055298055586034,1.41316102001821,4.52127224209831,74,197.741149848649,0.0,17.94,60200,7201.0
11779,       (2013 QC17),1.035e-05,2.7775e-06,0.00019475,0.00065042,0.0007772,0.0021172,3.6477e-06,6.2216e-07,0.0061245,0.0022195,2.12725952059628,0.3133068618810707,5.635774074897288,73.78687238642345,261.188492927063,2.793744525400932,1.460774515791629,3.10269378892996,127,87.68290008496024,3.0,19.98,60200,3135.0
13223,       (2014 RV17),0.015677,0.093806,0.17261,1.1654,3.0549,0.7949,0.13429,0.01093,3.3582,85.429,2.762886342742808,0.4315796722180489,14.16384358113199,274.6444122639701,84.7868663829042,3.955291924919473,1.570480760566143,4.5925377172812,13,358.4703565284036,9.0,19.014,56907,8.0
9761,       (2010 TK110),6.5628e-07,1.6777e-07,7.0398e-06,9.7189e-05,0.00010503,9.0195e-05,2.1272e-07,3.7358e-08,0.00025246,0.00013422,2.132290669012673,0.2679570748297342,3.825939972476495,120.9334697982035,186.6809966808179,2.703653039368046,1.5609282986573,3.11370749386255,50,95.49991528791332,1.0,19.47,60200,4283.0
8972,       (2009 CA6),21.995,41.41,29.665,84.37,38.304,2766.0,60.881,4.8028,6663.3,37747.0,2.767975867874633,0.4701893763872452,3.96464566974589,130.0085670779225,235.0381055484357,4.069448715045551,1.466503020703716,4.60523346053075,6,60.54326459968912,9.0,18.51,54876,1.0
5776,590164 (2011 RB14),1.2789e-07,1.7879e-08,1.1078e-05,1.4315e-05,0.00017558,0.00014512,1.9879e-08,5.851e-09,0.00036015,1.3244e-05,1.827956818021329,0.1118397723332724,17.49679263032918,342.6002735400365,76.49044820723864,2.032395092383887,1.62351854365877,2.47148000067055,119,250.2264862695088,0.0,19.41,60200,5517.0
3644,413109 (2001 VZ4),7.8206e-08,6.3736e-09,6.6464e-06,1.8748e-05,3.5856e-05,2.8312e-05,7.3586e-09,1.8692e-09,7.5311e-05,4.8259e-06,1.909891664185217,0.1545385768777954,21.43352195217796,245.4408549040003,176.9013469345273,2.205043603959164,1.614739724411269,2.6394977863124,326,86.24570229304311,0.0,17.46,60200,7779.0
12824,       (2014 OS181),6.5208e-07,2.9204e-08,1.148e-05,4.7443e-05,0.00011284,2.9792e-05,3.7432e-08,5.4309e-09,9.9646e-05,2.4221e-05,2.291624594487252,0.2817611723183102,6.984898151756176,357.5316583682978,303.7448430878689,2.937315426743453,1.645933762231052,3.46915268218437,72,233.4629373817876,0.0,19.08,60200,3618.0
15220,       (2015 WK23),3.0165e-07,9.2995e-08,6.4691e-06,4.8566e-05,9.2307e-05,2.7831e-05,1.2915e-07,1.6334e-08,0.00010678,7.8016e-05,2.344600193465452,0.3887853776028793,8.281464602391114,277.0155590484717,149.8636569196447,3.256146465009702,1.433053921921202,3.59014010308867,88,72.99114990813892,0.0,19.49,60200,2590.0
5784,590703 (2012 RH7),4.0937e-08,3.0872e-08,1.323e-05,3.5253e-05,5.0354e-05,3.6881e-05,4.2805e-08,3.8659e-09,0.0001754,2.7713e-05,2.68437511008343,0.3865290135894056,16.52460240119748,351.933916531691,309.2100236071732,3.72196397348793,1.64678624667893,4.39818008014368,178,206.6077831655331,0.0,17.06,60200,3932.0
6052,612776 (2004 KF5),5.6484e-08,8.6266e-09,4.4718e-06,3.3462e-05,5.129e-05,4.1411e-05,9.9632e-09,2.6544e-09,0.0001066,6.4694e-06,1.873574866523574,0.1549335746532655,11.70332124286784,191.2121592737567,179.1780206441303,2.163854517974586,1.583295215072562,2.56457131311166,191,77.18975415832317,0.0,18.84,60200,6620.0
4194,456257 (2006 QM132),4.7715e-08,8.3792e-09,7.0102e-06,1.0644e-05,2.4522e-05,2.0619e-05,9.5355e-09,2.4231e-09,5.5824e-05,6.3623e-06,1.920672266872883,0.1379950520000445,21.26766765248401,8.819614198221409,245.0842509124949,2.185715536215049,1.655628997530716,2.66187771603066,425,200.9455909330423,0.0,17.48,60200,7513.0
11136,       (2012 UL103),8.3911e-06,1.7396e-08,0.00023641,9.0587e-05,0.0060353,0.0046517,1.9122e-08,6.2794e-09,0.010995,1.2636e-05,1.757649603438774,0.09920321065152508,21.71418751522067,212.2034927332594,156.4815355263954,1.93201408730028,1.583285119577268,2.33027219427727,28,265.4207010990835,2.0,20.76,60200,7660.0
5472,547379 (2010 QE3),7.7129e-08,7.9084e-09,7.5348e-06,2.623e-05,3.0774e-05,1.0146e-05,1.0012e-08,1.5775e-09,3.4153e-05,6.4678e-06,2.228228345059045,0.266003710541138,7.127572412995514,171.4107290861602,193.2846357435274,2.820945352777689,1.635511337340399,3.32619528873056,227,315.3402785446561,0.0,18.47,60200,7430.0
15440,       (2016 AD66),1.0608e-06,5.4554e-07,1.92e-05,0.00021509,0.00030806,0.00052403,7.9654e-07,8.6532e-08,0.0019678,0.0004671,2.442184233919272,0.460084559591768,2.280958379026927,282.4110990388936,101.2416076611323,3.56579549162398,1.318572976214565,3.81659289175651,35,47.36453563289807,1.0,19.6,60200,3014.0
8437,       (2007 VP17),,,,,,,,,,,3.1292868,0.561921,2.35828,62.12537,51.99005,4.8876988,1.3708748,5.53574752005476,12,150.80288,9.0,20.16,59400,1.0
7896,       (2006 QP55),1.5208e-07,7.7288e-09,9.8125e-06,6.9595e-05,0.00011551,5.9299e-05,9.7379e-09,1.6083e-09,0.00019552,6.2677e-06,2.190847766985706,0.2599532634214464,3.979018241647316,1.893499029654899,8.824846775481227,2.760365793673229,1.621329740298183,3.24284733868123,75,72.2369013522419,0.0,19.09,60200,6432.0
2945,360280 (2000 UH16),2.6553e-09,2.074e-09,2.1487e-07,3.2655e-07,9.2391e-07,1.6342e-06,2.7251e-09,3.8451e-10,6.3663e-06,1.7212e-06,2.294427765338216,0.3139539809596403,24.22151026341973,61.38413397919951,301.7849231018994,3.01477249629048,1.574083034385951,3.47551995604577,638,227.6907059582755,0.0,16.17,60200,8269.0
16203,       (2016 NF190),,,,,,,,,,,2.2099345,0.2842997,8.80438,332.62532,346.97822,2.8382182,1.5816508,3.28531723805613,19,62.84523,5.0,20.27,60200,61.0
13892,       (2015 AC305),4.9617e-07,6.0604e-08,2.3048e-05,4.0951e-05,0.00018323,6.8234e-05,7.9237e-08,1.0776e-08,0.00025788,5.0718e-05,2.333158554890866,0.307455221622052,22.62593523488751,55.64020922763367,84.92600422791087,3.050500335464223,1.615816774317508,3.56389238880479,27,149.7531445080428,0.0,18.9,60200,4040.0
15805,       (2016 FB69),1.0648e-07,3.1218e-08,1.7809e-05,1.57e-05,0.00012277,0.00013033,3.4413e-08,1.0655e-08,0.00031291,2.2931e-05,1.79744973459775,0.1023690555604449,21.89659499897949,24.90384199002505,61.95489880425147,1.981452966345894,1.613446502849606,2.40986843723065,42,113.2842690869146,0.0,19.63,60200,2407.0
12215,       (2014 AU28),1.4399e-07,2.166e-08,1.3405e-05,1.7856e-05,4.9473e-05,3.278e-05,2.4543e-08,6.5034e-09,8.5922e-05,1.6323e-05,1.892018714831234,0.1331179385475792,24.5155068149631,80.84878564268017,318.9725225452274,2.143880345843007,1.64015708381946,2.60253359358933,102,319.9685298551062,0.0,18.65,60200,5926.0
11717,       (2013 PU43),3.8838e-07,4.0579e-08,1.1372e-05,1.2916e-05,9.8962e-05,5.1718e-05,4.63e-08,1.22e-08,0.00014269,3.0573e-05,1.890999619248697,0.1409709604042818,27.04568859202178,139.9108023640315,44.295910737168,2.157575651698318,1.624423586799077,2.60043117782522,58,87.17829131993004,0.0,19.37,60200,3600.0
11772,       (2013 QW15),7.5093e-08,1.2968e-08,7.4191e-06,7.3863e-05,7.5796e-05,2.0167e-05,1.6684e-08,2.6837e-09,6.6021e-05,1.0528e-05,2.195701731782551,0.2865730204679695,6.309578990043138,79.13047734930682,281.486585306612,2.824930609106228,1.566472854458874,3.25363041256262,82,22.77753313618125,0.0,18.77,60200,8501.0
19635,       (2019 GC2),0.0033704,0.0042586,0.17604,0.12889,0.23831,0.33443,0.0050958,0.0017389,1.0421,3.0179,1.67306977618721,0.1965872553507008,13.72420529804425,2.67332450757111,319.2518944687326,2.001973971498065,1.344165580876355,2.16410975646028,16,255.3253215961496,8.0,20.911,58578,4.0
19777,       (2019 KA6),4.0053e-06,1.0967e-05,0.00032851,0.00027589,0.0024334,0.0047655,1.5816e-05,1.3654e-06,0.023277,0.0098566,2.690681166248377,0.442066129346418,18.26762332221576,346.3967318878078,351.1896633372867,3.880140174717103,1.501222157779651,4.4136872941676,17,289.2653196868793,3.0,17.8,60200,1336.0
11634,       (2013 NQ11),0.0013109,0.006154,0.069437,0.026111,0.10419,0.10872,0.0080705,0.0013021,0.10674,4.974,2.176314523688793,0.311414071849177,26.39603358147517,282.4313844627562,52.28129311805827,2.854049491135223,1.498579556242364,3.21063320379224,25,340.5859685261092,8.0,19.574,56487,10.0
4539,481847 (2008 WN133),6.7959e-08,1.2418e-08,5.9524e-06,1.7764e-05,2.7798e-05,2.0746e-05,1.4186e-08,3.6451e-09,5.6242e-05,9.4011e-06,1.909225045552241,0.1423584493463635,20.06881807776268,268.9664725660368,88.36925281789732,2.181019362490298,1.637430728614184,2.6381159920763,216,261.8654319398826,0.0,17.53,60200,5244.0
4650,488749 (2004 SH9),9.4523e-08,1.4707e-08,3.535e-05,2.889e-05,8.4908e-05,5.8343e-05,2.0612e-08,2.9246e-09,0.0001986,1.2035e-05,2.230984770025727,0.4015025294202024,22.09829352390091,199.4257085786019,120.746380365129,3.126730798289004,1.335238741762449,3.33236919093424,99,274.4773524867168,0.0,18.68,60200,4625.0
3262,382760 (2003 NY),4.5965e-08,1.438e-08,4.4404e-06,3.5384e-05,3.6104e-05,6.2072e-06,2.0588e-08,2.225e-09,2.5005e-05,1.2373e-05,2.46651426124565,0.4317665838935907,7.138682665594657,283.0741993656209,283.4388578509698,3.531472697948507,1.401555824542792,3.87376836847515,653,122.4623500907662,0.0,16.77,60200,7400.0
3586,406562 (2007 YQ61),5.2399e-08,9.3124e-09,4.8482e-06,1.2831e-05,1.449e-05,5.4379e-06,1.2076e-08,1.6975e-09,2.0682e-05,7.7546e-06,2.310027618310378,0.2968089783613345,21.32088896209196,185.0148547722452,242.8838815313588,2.995664555687549,1.624390680933208,3.51102531400498,441,184.8350833862405,0.0,16.75,60200,6651.0
6906,       (2002 PT203),1.7581e-07,1.1367e-08,7.6141e-06,0.00014533,0.00017304,5.7425e-05,1.5028e-08,2.2449e-09,0.00019319,9.3146e-06,2.237112733861284,0.3221000809904279,6.316628720189247,210.3601180149084,157.2452461802903,2.957686926622721,1.516538541099847,3.34610840670251,46,88.08203343659267,0.0,19.53,60200,7368.0
5995,612186 (2000 SO303),2.0494e-07,7.4348e-09,6.6297e-06,5.9292e-05,7.5575e-05,2.183e-05,9.738e-09,1.3566e-09,7.8277e-05,6.1899e-06,2.309108346758212,0.3097826877332658,7.149022653619187,316.542506800552,29.95662095100058,3.024430136684289,1.593786556832135,3.50892971271855,281,211.1738973297718,0.0,18.12,60200,7807.0
7820,       (2006 GR3),3.8325e-06,9.7388e-08,0.00013918,0.00014917,0.00070683,8.4884e-05,1.4246e-07,1.2028e-08,0.00038734,8.7664e-05,2.699273293449784,0.4628532787391804,11.94532573932876,255.6601761349843,293.7098105562994,3.948640787536122,1.449905799363446,4.4348454427821,43,335.875880486582,1.0,18.58,60200,3350.0
14915,       (2015 SK55),1.0876e-06,2.8697e-08,4.4936e-05,5.6364e-05,0.0005559,0.00025354,3.683e-08,5.1983e-09,0.00090213,2.3927e-05,2.315851598948342,0.2833957259047231,23.07090043387538,119.6984238442526,288.7404794373574,2.972154043919921,1.659549153976763,3.52431153591331,46,92.97556152384055,0.0,18.56,60200,2697.0
19965,       (2019 NF36),2.9975e-05,0.00010824,0.00030054,0.0006048,0.00042518,0.022115,0.00015381,1.3443e-05,0.098762,0.097323,2.693238513782009,0.4210087978945918,9.393830764503058,305.7208513455507,315.2017097603351,3.827115622912789,1.559361404651229,4.41998124718212,15,1.528454330061101,5.0,19.6,60200,55.0
13711,       (2014 WG506),1.1332e-07,4.0159e-08,8.8168e-06,5.9001e-05,0.00010994,4.8531e-05,5.4646e-08,5.4484e-09,0.000208,3.5476e-05,2.599714135128414,0.3607367605944685,7.767569507028201,160.3641182522508,200.7035446420075,3.537526590706288,1.66190167955054,4.19176179983179,72,55.70332292047986,0.0,18.0,60200,7763.0
12852,       (2014 OU249),1.5345e-06,7.1026e-07,1.9831e-05,0.0001064,0.00028691,0.00070966,8.8417e-07,1.5124e-07,0.0024193,0.00057334,2.170784171006509,0.2448581231897856,5.456167547928179,85.83909102599615,252.7628567951919,2.702318308969257,1.63925003304376,3.19840290655003,24,286.7936555551427,2.0,19.8,60200,2071.0
3235,380729 (2005 RX30),5.1332e-08,8.9153e-09,4.2578e-06,3.9916e-05,4.1433e-05,1.0553e-05,1.1814e-08,1.4327e-09,4.1867e-05,7.6135e-06,2.429501874392381,0.3250833029721865,7.919495675357124,284.459388798988,110.543702522934,3.219292368296974,1.639711380487788,3.78690194469959,540,257.4551556871633,0.0,16.93,60200,8000.0
14806,       (2015 RA54),1.0584e-07,3.087e-08,8.7558e-06,9.6962e-05,0.00029558,0.00016724,3.8729e-08,6.1688e-09,0.00056215,2.5238e-05,2.226648059324428,0.2545929359910656,3.554222330096131,207.7572555689426,93.68599515226096,2.793536926166642,1.659759192482213,3.3226574509889,39,181.5345204941712,0.0,19.4,60200,3670.0
7257,       (2003 YA191),3.7482e-08,9.8933e-09,1.6375e-05,1.7256e-05,7.6781e-05,7.247e-05,1.1095e-08,3.037e-09,0.00018894,7.4228e-06,1.875326085622577,0.1214810279568404,18.57005074096147,297.7298270746907,101.2752100428594,2.103142626258286,1.647509544986869,2.56816778713433,85,302.2998646472226,0.0,19.18,60200,7187.0
8640,       (2008 JC54),4.3454e-07,6.9667e-08,0.00010995,7.4027e-05,0.00018691,0.00011838,1.0323e-07,5.859e-09,0.00069029,6.772e-05,3.147739942797459,0.4817552740650811,23.70883403889469,52.35301369625746,274.1551851418595,4.664180261625452,1.631299623969467,5.5847851445231,22,228.097657824549,0.0,17.2,60200,5674.0
15828,       (2016 FN146),0.12631,0.20888,6.0383,3.842,10.485,13.145,0.27068,0.036916,28.773,175.02,2.338817157004471,0.2958260631489687,22.71862287892994,349.7667085118116,80.70225769702303,3.030700228986367,1.646934085022575,3.57686549229439,13,84.61814342844882,9.0,20.24,57476,3.0
17980,       (2017 SM40),7.3103e-07,2.8905e-08,1.3971e-05,4.0969e-05,0.00024803,0.00031889,3.245e-08,9.4189e-09,0.00080756,2.1429e-05,1.831075597500583,0.1226639211205836,19.24834489861183,261.5586551291921,8.953149937310146,2.055682510158221,1.606468684842947,2.47780779342436,53,220.3144810917761,0.0,19.01,60200,4368.0
16089,       (2016 MG3),0.030349,0.48341,4.3809,7.3833,140.02,189.78,0.57389,0.1369,391.25,368.59,1.936770516558565,0.187164482717825,26.3846644254683,122.0345117910457,281.7425411978917,2.299265168433384,1.574275864683747,2.69541381586273,7,227.7507995557975,9.0,19.346,57568,2.0
12444,       (2014 HY177),7.7613e-08,1.6909e-08,9.1272e-06,1.9269e-05,5.3125e-05,5.4551e-05,1.8719e-08,5.3212e-09,0.00013956,1.2624e-05,1.856802405984264,0.1070395899219587,21.93083419000389,87.9018363905102,310.9656680722568,2.055553774086926,1.658051037881602,2.53021098876737,54,72.83167266333216,0.0,18.56,60200,5981.0
19741,       (2019 JB57),2.512e-05,0.00015685,0.00046135,0.0013398,0.0041158,0.047081,0.00020057,2.9746e-05,0.14057,0.12958,2.273717202442247,0.2787476647989448,3.391406028883302,256.0271536026107,32.03053988196699,2.907510563036213,1.63992384184828,3.42856883858597,21,64.4827366022902,5.0,19.8,60200,40.0
15547,       (2016 BU80),1.0012e-07,1.3595e-08,9.5633e-06,1.7121e-05,3.967e-05,3.2286e-05,1.5375e-08,4.0988e-09,8.4387e-05,1.0237e-05,1.88887928932786,0.1309500502772785,20.43922071203125,351.0296086548111,27.39493259150263,2.136228127233053,1.641530451422667,2.59605870777672,88,81.66040076718073,0.0,18.4,60200,7623.0
18957,       (2018 PG24),3.5006e-05,0.00024969,0.00068755,0.00086734,0.0018816,0.048857,0.00037877,2.7692e-05,0.22862,0.22964,2.817967756614394,0.5169908893933154,12.94659101063582,322.9297627689797,71.54641288595477,4.274831413388156,1.361104099840633,4.73055647520883,21,9.200898624294252,5.0,20.7,60200,55.0
